GRIDCODE,CVENTMUN,Fa
3786792,19009,0.001396149
3786793,19009,0.00233091
3786794,19009,0.001865204
3786795,19009,0.00181812
3786796,19009,0.000866481
3786797,19009,0.001736814
3786798,19009,0.001003588
3786799,19009,0.001389457
3786800,19009,0.000445257
3786801,19009,0.00146424
3789956,19031,0.004822707
3789957,19031,0.001056914
3789958,19031,0.002273168
3789959,19031,6.66067E-05
3789960,19031,0.002231522
3789961,19031,0.011146063
3789962,19031,0.007688051
3789963,19009,0.000103913
3789963,19031,5.03557E-05
3789964,19009,0.001463069
3789964,19031,0.000777699
3789965,19009,0.00074531
3789965,19031,4.78232E-05
3789966,19009,0.001263859
3789967,19009,0.000528115
3789968,19009,0.000101609
