GRIDCODE,ID,furb,frural,fpob, PobUrb, PobR,Pur+Rur, puT,prT, PobT
"0			fraction",,,,,,,,,,
165695,14087,0,0.004734,0.0012465,0,21,21,12411,4436,16847
165696,14087,0,0.0676285,0.0178073,0,300,300,12411,4436,16847
165697,14087,0,0.001578,0.0004155,0,7,7,12411,4436,16847
165698,14087,0,0.0013526,0.0003561,0,6,6,12411,4436,16847
165701,16089,0,0.0043781,0.0014791,0,34,34,15220,7766,22987
165702,16089,0,0.0073397,0.0024797,0,57,57,15220,7766,22987
165706,16089,0,0.1151172,0.0388915,0,894,894,15220,7766,22987
165707,16089,0,0.0552408,0.0186627,0,429,429,15220,7766,22987
165709,16089,0,0.0149369,0.0050463,0,116,116,15220,7766,22987
165710,16089,0,0.0011589,0.0003915,0,9,9,15220,7766,22987
165710,16012,0,0.0338403,0.0116967,0,494,494,27635,14598,42234
165711,16012,0,0.0628168,0.0217124,0,917,917,27635,14598,42234
165712,16012,0,0.0358268,0.0123834,0,523,523,27635,14598,42234
165713,16012,0,0.0950815,0.0328645,0,1388,1388,27635,14598,42234
165714,16012,0.1027682,0,0.0672444,2840,0,2840,27635,14598,42234
165715,16012,0,0.0304151,0.0105129,0,444,444,27635,14598,42234
165716,16006,0,0.001099,0.0002022,0,25,25,99011,22748,123649
165716,16012,0,0.0065762,0.0022731,0,96,96,27635,14598,42234
165717,16006,0,0.1169773,0.0215206,0,2661,2661,99011,22748,123649
165718,16006,0,0.0042641,0.0007845,0,97,97,99011,22748,123649
165719,16006,0,0.0275189,0.0050627,0,626,626,99011,22748,123649
165720,16006,0,0.0660278,0.0121473,0,1502,1502,99011,22748,123649
165721,16006,0.1391461,0.0015826,0.1117114,13777,36,13813,99011,22748,123649
165722,16006,0.4178021,0,0.3345518,41367,0,41367,99011,22748,123649
165723,16006,0.0097767,0.0085722,0.0094057,968,195,1163,99011,22748,123649
165724,16006,0,0.0232988,0.0042863,0,530,530,99011,22748,123649
165725,16064,0,0.001181,0.0004735,0,12,12,12976,10161,25343
165726,16064,0,0.0044287,0.0017756,0,45,45,12976,10161,25343
165727,16064,0,0.0124988,0.0050112,0,127,127,12976,10161,25343
165732,16033,0,0.0430677,0.0175636,0,374,374,12611,8684,21294
165732,16055,0,0.0074231,0.0014012,0,63,63,35484,8487,44963
165737,16059,0,0.0053507,0.0044903,0,37,37,1325,6915,8240
165739,16059,0,0.0088214,0.0074029,0,61,61,1325,6915,8240
165740,16059,0,0.021692,0.0182039,0,150,150,1325,6915,8240
165742,16009,0,0.0148469,0.0077766,0,271,271,16596,18253,34848
165743,16009,0,0.0157234,0.0082358,0,287,287,16596,18253,34848
165745,16009,0,0.0033967,0.0017792,0,62,62,16596,18253,34848
165746,16009,0,0.0545116,0.0285526,0,995,995,16596,18253,34848
165748,16097,0,0.0274706,0.0074035,0,236,236,9695,8591,31877
165749,16097,0,0.1410779,0.0380211,0,1212,1212,9695,8591,31877
165750,16097,0.0008252,0.0104761,0.0030743,8,90,98,9695,8591,31877
165751,16097,0.7548221,0.002328,0.2301973,7318,20,7338,9695,8591,31877
165751,16082,0,0.0466161,0.0081624,0,571,571,0,12249,69955
166708,6007,0,0.0000947,0.0000124,0,2,2,140290,21130,161420
166709,6007,0.0021456,0.0020823,0.0021373,301,44,345,140290,21130,161420
166710,6007,0.0000143,0,0.0000124,2,0,2,140290,21130,161420
166711,6007,0.0288688,0,0.0250898,4050,0,4050,140290,21130,161420
166712,6007,0.1239076,0.0003786,0.1077376,17383,8,17391,140290,21130,161420
166713,6007,0.100057,0.0000947,0.0869719,14037,2,14039,140290,21130,161420
166714,6007,0,0.0465689,0.0060959,0,984,984,140290,21130,161420
166717,6007,0,0.0011832,0.0001549,0,25,25,140290,21130,161420
166718,6007,0,0.000284,0.0000372,0,6,6,140290,21130,161420
166722,6001,0,0.0088815,0.0011152,0,32,32,24881,3603,28695
166727,6009,0,0.0005461,0.0000177,0,2,2,78115,3662,112726
166730,6004,0,0.0366197,0.0067062,0,130,130,15835,3550,19385
166731,6002,0,0.0679591,0.0042953,0,631,631,137382,9285,146904
166732,6002,0,0.0071082,0.0004493,0,66,66,137382,9285,146904
166733,6002,0,0.0842219,0.0053232,0,782,782,137382,9285,146904
166736,6002,0,0.0006462,0.0000408,0,6,6,137382,9285,146904
166739,6002,0,0.031664,0.0020013,0,294,294,137382,9285,146904
166740,14065,0,0.0003787,0.000165,0,2,2,6838,5281,12119
166743,14065,0,0.005302,0.0023104,0,28,28,6838,5281,12119
166744,14065,0,0.0009468,0.0004126,0,5,5,6838,5281,12119
166746,14065,0,0.022723,0.0099018,0,120,120,6838,5281,12119
166747,14065,0,0.0011361,0.0004951,0,6,6,6838,5281,12119
166748,14087,0,0.0018034,0.0004749,0,8,8,12411,4436,16847
166749,14087,0,0.0171326,0.0045112,0,76,76,12411,4436,16847
166751,14087,0,0.0087917,0.002315,0,39,39,12411,4436,16847
166752,14087,0,0.0013526,0.0003561,0,6,6,12411,4436,16847
166753,14087,0,0.014202,0.0037395,0,63,63,12411,4436,16847
166754,14087,0,0.0006763,0.0001781,0,3,3,12411,4436,16847
166755,14087,0,0.004734,0.0012465,0,21,21,12411,4436,16847
166756,14087,0,0.0020289,0.0005342,0,9,9,12411,4436,16847
166757,14087,0,0.0024797,0.0006529,0,11,11,12411,4436,16847
166757,14049,0,0.0028657,0.0024096,0,23,23,1519,8026,9545
166761,16089,0,0.0005151,0.000174,0,4,4,15220,7766,22987
166763,16089,0,0.0003863,0.0001305,0,3,3,15220,7766,22987
166764,16089,0,0.0007726,0.000261,0,6,6,15220,7766,22987
166765,16089,0,0.0166109,0.0056119,0,129,129,15220,7766,22987
166772,16012,0,0.000411,0.0001421,0,6,6,27635,14598,42234
166774,16012,0,0.1397452,0.0483023,0,2040,2040,27635,14598,42234
166775,16012,0,0.0297301,0.0102761,0,434,434,27635,14598,42234
166777,16006,0,0.0004396,0.0000809,0,10,10,99011,22748,123649
166778,16006,0,0.0000879,0.0000162,0,2,2,99011,22748,123649
166779,16006,0,0.0418059,0.0076911,0,951,951,99011,22748,123649
166780,16006,0.0847684,0.0222877,0.0719779,8393,507,8900,99011,22748,123649
166781,16006,0.1232287,0.0007473,0.098812,12201,17,12218,99011,22748,123649
166783,16006,0,0.0005715,0.0001051,0,13,13,99011,22748,123649
166784,16006,0,0.0002198,0.0000404,0,5,5,99011,22748,123649
166784,16064,0,0.022734,0.0091149,0,231,231,12976,10161,25343
166786,16064,0,0.0043303,0.0017362,0,44,44,12976,10161,25343
166789,16064,0,0.0843421,0.033816,0,857,857,12976,10161,25343
166791,16033,0,0.0008061,0.0003287,0,7,7,12611,8684,21294
166793,16033,0,0.2475818,0.1009674,0,2150,2150,12611,8684,21294
166796,16059,0,0.0114244,0.0095874,0,79,79,1325,6915,8240
166797,16059,0,0.0043384,0.0036408,0,30,30,1325,6915,8240
166799,16059,0,0.0247288,0.0207524,0,171,171,1325,6915,8240
166800,16009,0,0.0000548,0.0000287,0,1,1,16596,18253,34848
166803,16009,0,0.0113954,0.0059688,0,208,208,16596,18253,34848
166804,16009,0,0.0020271,0.0010618,0,37,37,16596,18253,34848
166806,16009,0,0.0153947,0.0080636,0,281,281,16596,18253,34848
166809,16097,0,0.0398091,0.0107287,0,342,342,9695,8591,31877
166810,16097,0,0.0415551,0.0111993,0,357,357,9695,8591,31877
167764,6007,0,0.0000947,0.0000124,0,2,2,140290,21130,161420
167767,6007,0,0.0623284,0.0081588,0,1317,1317,140290,21130,161420
167768,6007,0.0061444,0.0702792,0.0145397,862,1485,2347,140290,21130,161420
167769,6007,0.0121249,0.0003313,0.0105811,1701,7,1708,140290,21130,161420
167770,6007,0.2419274,0.0015618,0.2104634,33940,33,33973,140290,21130,161420
167771,6007,0.0652149,0.0000947,0.0566906,9149,2,9151,140290,21130,161420
167773,6007,0,0.1034548,0.0135423,0,2186,2186,140290,21130,161420
167776,6007,0,0.0005206,0.0000681,0,11,11,140290,21130,161420
167778,6007,0,0.000142,0.0000186,0,3,3,140290,21130,161420
167782,6001,0,0.0019428,0.0002439,0,7,7,24881,3603,28695
167782,6004,0,0.0233803,0.0042817,0,83,83,15835,3550,19385
167787,6004,0,0.1371831,0.0251225,0,487,487,15835,3550,19385
167789,6002,0,0.0009693,0.0000613,0,9,9,137382,9285,146904
167790,6002,0,0.0040926,0.0002587,0,38,38,137382,9285,146904
167791,6002,0,0.0215401,0.0013614,0,200,200,137382,9285,146904
167792,6002,0,0.023371,0.0014772,0,217,217,137382,9285,146904
167793,6002,0,0.0024771,0.0001566,0,23,23,137382,9285,146904
167794,6002,0,0.0004308,0.0000272,0,4,4,137382,9285,146904
167795,6002,0,0.0005385,0.000034,0,5,5,137382,9285,146904
167797,6002,0,0.0002154,0.0000136,0,2,2,137382,9285,146904
167798,6002,0,0.0004308,0.0000272,0,4,4,137382,9285,146904
167799,6002,0,0.0001077,0.0000068,0,1,1,137382,9285,146904
167800,14065,0,0.0011361,0.0004951,0,6,6,6838,5281,12119
167802,14065,0,0.0011361,0.0004951,0,6,6,6838,5281,12119
167803,14065,0,0.0261314,0.0113871,0,138,138,6838,5281,12119
167804,14065,0,0.0244272,0.0106444,0,129,129,6838,5281,12119
167805,14065,0,0.0035978,0.0015678,0,19,19,6838,5281,12119
167806,14065,0,0.0001894,0.0000825,0,1,1,6838,5281,12119
167807,14065,0,0.0007574,0.0003301,0,4,4,6838,5281,12119
167808,14087,0,0.0060866,0.0016027,0,27,27,12411,4436,16847
167811,14087,0,0.0020289,0.0005342,0,9,9,12411,4436,16847
167812,14087,0,0.0178088,0.0046893,0,79,79,12411,4436,16847
167816,14087,0,0.0020289,0.0005342,0,9,9,12411,4436,16847
167817,14049,0,0.0018689,0.0015715,0,15,15,1519,8026,9545
167822,16089,0,0.1064898,0.0359769,0,827,827,15220,7766,22987
167826,16089,0,0.0178985,0.0060469,0,139,139,15220,7766,22987
167827,16012,0.0535553,0,0.0350429,1480,0,1480,27635,14598,42234
167828,16012,0.0799711,0,0.0523275,2210,0,2210,27635,14598,42234
167833,16012,0.0834811,0.0220578,0.0622484,2307,322,2629,27635,14598,42234
167834,16006,0,0.0013628,0.0002507,0,31,31,99011,22748,123649
167834,16012,0.0082866,0.0065762,0.0076952,229,96,325,27635,14598,42234
167835,16012,0,0.0105494,0.0036464,0,154,154,27635,14598,42234
167835,16006,0,0.0097151,0.0017873,0,221,221,99011,22748,123649
167836,16006,0,0.0001758,0.0000323,0,4,4,99011,22748,123649
167837,16006,0,0.0557412,0.0102548,0,1268,1268,99011,22748,123649
167840,16006,0,0.0001758,0.0000323,0,4,4,99011,22748,123649
167841,16006,0,0.0483119,0.0088881,0,1099,1099,99011,22748,123649
167844,16064,0.0675863,0.0002952,0.0347236,877,3,880,12976,10161,25343
167844,16006,0,0.0000879,0.0000162,0,2,2,99011,22748,123649
167845,16064,0.2354347,0.0017715,0.1212564,3055,18,3073,12976,10161,25343
167847,16064,0,0.0001968,0.0000789,0,2,2,12976,10161,25343
167849,16064,0,0.0005905,0.0002368,0,6,6,12976,10161,25343
167850,16033,0.505511,0.0012667,0.2998967,6375,11,6386,12611,8684,21294
167851,16033,0.1627151,0.0016122,0.0970226,2052,14,2066,12611,8684,21294
167852,16033,0,0.0082911,0.0033812,0,72,72,12611,8684,21294
167853,16033,0,0.0191156,0.0077956,0,166,166,12611,8684,21294
167854,16033,0,0.1517734,0.0618954,0,1318,1318,12611,8684,21294
167855,16059,0,0.0076645,0.006432,0,53,53,1325,6915,8240
167857,16059,0.0339623,0,0.0054612,45,0,45,1325,6915,8240
167862,16009,0,0.0476634,0.0249656,0,870,870,16596,18253,34848
167863,16009,0,0.0003835,0.0002009,0,7,7,16596,18253,34848
167864,16009,0,0.0031776,0.0016644,0,58,58,16596,18253,34848
167867,16097,0,0.0948667,0.025567,0,815,815,9695,8591,31877
167868,16097,0,0.0009312,0.000251,0,8,8,9695,8591,31877
168820,14022,0,0.0020665,0.0003075,0,12,12,33213,5807,39020
168824,6007,0,0.0000947,0.0000124,0,2,2,140290,21130,161420
168825,6007,0,0.0008992,0.0001177,0,19,19,140290,21130,161420
168826,6007,0,0.0002366,0.000031,0,5,5,140290,21130,161420
168829,6007,0.0054815,0.0353999,0.0093978,769,748,1517,140290,21130,161420
168830,6007,0.0196379,0,0.0170673,2755,0,2755,140290,21130,161420
168832,6007,0,0.0140085,0.0018337,0,296,296,140290,21130,161420
168833,6007,0,0.0008992,0.0001177,0,19,19,140290,21130,161420
168837,6007,0,0.0003313,0.0000434,0,7,7,140290,21130,161420
168840,6004,0,0.0005634,0.0001032,0,2,2,15835,3550,19385
168843,6004,0.0206505,0.0033803,0.0174877,327,12,339,15835,3550,19385
168844,6004,0.1355857,0,0.1107557,2147,0,2147,15835,3550,19385
168845,6004,0,0.0028169,0.0005159,0,10,10,15835,3550,19385
168846,6004,0,0.1811268,0.03317,0,643,643,15835,3550,19385
168847,6004,0,0.0047887,0.000877,0,17,17,15835,3550,19385
168849,6002,0,0.0006462,0.0000408,0,6,6,137382,9285,146904
168850,6002,0,0.0005385,0.000034,0,5,5,137382,9285,146904
168851,6002,0,0.0003231,0.0000204,0,3,3,137382,9285,146904
168852,6002,0,0.1463651,0.0092509,0,1359,1359,137382,9285,146904
168853,6002,0,0.0007539,0.0000477,0,7,7,137382,9285,146904
168854,6002,0,0.0048465,0.0003063,0,45,45,137382,9285,146904
168855,6002,0,0.0011847,0.0000749,0,11,11,137382,9285,146904
168856,6002,0,0.0018309,0.0001157,0,17,17,137382,9285,146904
168857,6002,0,0.0015078,0.0000953,0,14,14,137382,9285,146904
168858,6002,0,0.0124933,0.0007896,0,116,116,137382,9285,146904
168859,14065,0,0.0467714,0.0203812,0,247,247,6838,5281,12119
168864,14065,0,0.0017042,0.0007426,0,9,9,6838,5281,12119
168866,14065,0,0.0005681,0.0002475,0,3,3,6838,5281,12119
168867,14087,0,0.0004509,0.0001187,0,2,2,12411,4436,16847
168867,14065,0,0.0001894,0.0000825,0,1,1,6838,5281,12119
168869,14087,0,0.009468,0.002493,0,42,42,12411,4436,16847
168871,14087,0,0.0009017,0.0002374,0,4,4,12411,4436,16847
168873,14087,0,0.0020289,0.0005342,0,9,9,12411,4436,16847
168875,14049,0,0.0019935,0.0016763,0,16,16,1519,8026,9545
168876,14049,0,0.0002492,0.0002095,0,2,2,1519,8026,9545
168877,14049,0,0.0004984,0.0004191,0,4,4,1519,8026,9545
168878,16089,0,0.0132629,0.0044808,0,103,103,15220,7766,22987
168879,16089,0,0.0019315,0.0006525,0,15,15,15220,7766,22987
168880,16089,0,0.0001288,0.0000435,0,1,1,15220,7766,22987
168881,16089,0.190276,0.001674,0.1265498,2896,13,2909,15220,7766,22987
168882,16089,0.2467805,0,0.1633967,3756,0,3756,15220,7766,22987
168886,16012,0.1277366,0,0.0835819,3530,0,3530,27635,14598,42234
168887,16012,0.1084132,0,0.0709381,2996,0,2996,27635,14598,42234
168891,16012,0,0.0003425,0.0001184,0,5,5,27635,14598,42234
168892,16012,0.0578976,0.0063707,0.0400862,1600,93,1693,27635,14598,42234
168893,16012,0.0019179,0.0004795,0.0014207,53,7,60,27635,14598,42234
168895,16012,0,0.0031511,0.0010892,0,46,46,27635,14598,42234
168896,16012,0,0.0115769,0.0040015,0,169,169,27635,14598,42234
168900,16006,0,0.0112977,0.0020785,0,257,257,99011,22748,123649
168902,16006,0,0.000044,0.0000081,0,1,1,99011,22748,123649
168903,16006,0,0.0000879,0.0000162,0,2,2,99011,22748,123649
168904,16064,0,0.0830627,0.0333031,0,844,844,12976,10161,25343
168908,16064,0,0.0005905,0.0002368,0,6,6,12976,10161,25343
168909,16033,0.2624693,0.0004606,0.1556307,3310,4,3314,12611,8684,21294
168910,16033,0.0693046,0.0011515,0.041514,874,10,884,12611,8684,21294
168911,16033,0,0.0006909,0.0002818,0,6,6,12611,8684,21294
168912,16033,0,0.0008061,0.0003287,0,7,7,12611,8684,21294
168913,16033,0,0.0005758,0.0002348,0,5,5,12611,8684,21294
168914,16059,0,0.1897325,0.1592233,0,1312,1312,1325,6915,8240
168914,16033,0,0.0161216,0.0065746,0,140,140,12611,8684,21294
168915,16059,0,0.1013738,0.0850728,0,701,701,1325,6915,8240
168916,16059,0.9660378,0.0040492,0.1587379,1280,28,1308,1325,6915,8240
168917,16059,0,0.152133,0.1276699,0,1052,1052,1325,6915,8240
168919,16009,0,0.0226264,0.0118515,0,413,413,16596,18253,34848
168920,16009,0,0.0058621,0.0030705,0,107,107,16596,18253,34848
168921,16009,0,0.0561552,0.0294135,0,1025,1025,16596,18253,34848
168922,16009,0,0.0002191,0.0001148,0,4,4,16596,18253,34848
168923,16009,0,0.017367,0.0090966,0,317,317,16596,18253,34848
168924,16009,0,0.0376376,0.0197142,0,687,687,16596,18253,34848
168924,16097,0,0.0428355,0.0115444,0,368,368,9695,8591,31877
168925,16097,0,0.0407403,0.0109797,0,350,350,9695,8591,31877
168925,16082,0,0.0009797,0.0001715,0,12,12,0,12249,69955
168926,16082,0,0.0010613,0.0001858,0,13,13,0,12249,69955
168928,16082,0,0.0022859,0.0004003,0,28,28,0,12249,69955
169877,6007,0,0.0120681,0.0015797,0,255,255,140290,21130,161420
169878,14022,0,0.000861,0.0001281,0,5,5,33213,5807,39020
169879,14022,0,0.0013776,0.000205,0,8,8,33213,5807,39020
169880,6007,0,0.0045906,0.0006009,0,97,97,140290,21130,161420
169880,14022,0,0.0384019,0.005715,0,223,223,33213,5807,39020
169881,6007,0,0.000284,0.0000372,0,6,6,140290,21130,161420
169882,6007,0,0.0169427,0.0022178,0,358,358,140290,21130,161420
169883,6007,0,0.0004259,0.0000558,0,9,9,140290,21130,161420
169885,6007,0,0.0002366,0.000031,0,5,5,140290,21130,161420
169887,6007,0,0.0000947,0.0000124,0,2,2,140290,21130,161420
169888,6007,0,0.0011358,0.0001487,0,24,24,140290,21130,161420
169891,6007,0,0.0006626,0.0000867,0,14,14,140290,21130,161420
169894,6007,0,0.0115476,0.0015116,0,244,244,140290,21130,161420
169895,6007,0,0.0000473,0.0000062,0,1,1,140290,21130,161420
169896,6007,0,0.0077615,0.001016,0,164,164,140290,21130,161420
169903,6004,0.0001895,0.0014085,0.0004127,3,5,8,15835,3550,19385
169904,6004,0,0.0295775,0.0054166,0,105,105,15835,3550,19385
169905,6004,0,0.0016901,0.0003095,0,6,6,15835,3550,19385
169906,6004,0,0.0107042,0.0019603,0,38,38,15835,3550,19385
169907,6004,0.3381749,0.0053521,0.2772247,5355,19,5374,15835,3550,19385
169908,6004,0,0.0002817,0.0000516,0,1,1,15835,3550,19385
169908,6002,0,0.0002154,0.0000136,0,2,2,137382,9285,146904
169909,6002,0,0.0366182,0.0023144,0,340,340,137382,9285,146904
169910,6002,0.0004586,0.0182014,0.0015793,63,169,232,137382,9285,146904
169911,6002,0,0.0011847,0.0000749,0,11,11,137382,9285,146904
169913,6002,0,0.0008616,0.0000545,0,8,8,137382,9285,146904
169914,6002,0,0.0106624,0.0006739,0,99,99,137382,9285,146904
169915,6002,0,0.0174475,0.0011028,0,162,162,137382,9285,146904
169916,6002,0,0.0196015,0.0012389,0,182,182,137382,9285,146904
169917,6002,0,0.0148627,0.0009394,0,138,138,137382,9285,146904
169918,6002,0,0.0004308,0.0000272,0,4,4,137382,9285,146904
169918,14065,0,0.0032191,0.0014028,0,17,17,6838,5281,12119
169919,14065,0,0.0064382,0.0028055,0,34,34,6838,5281,12119
169920,14065,0,0.0213975,0.0093242,0,113,113,6838,5281,12119
169921,14065,0,0.0015149,0.0006601,0,8,8,6838,5281,12119
169922,14065,0,0.0043552,0.0018978,0,23,23,6838,5281,12119
169923,14065,0,0.0011361,0.0004951,0,6,6,6838,5281,12119
169924,14065,0,0.0028404,0.0012377,0,15,15,6838,5281,12119
169925,14065,0,0.010036,0.0043733,0,53,53,6838,5281,12119
169926,14087,0,0.0058611,0.0015433,0,26,26,12411,4436,16847
169927,14087,0,0.0144274,0.0037989,0,64,64,12411,4436,16847
169928,14087,0,0.0135257,0.0035615,0,60,60,12411,4436,16847
169930,14087,0,0.0011271,0.0002968,0,5,5,12411,4436,16847
169932,14087,0,0.0090171,0.0023743,0,40,40,12411,4436,16847
169934,14049,0,0.0094692,0.0079623,0,76,76,1519,8026,9545
169935,14049,0,0.0016197,0.001362,0,13,13,1519,8026,9545
169936,14049,0,0.0318963,0.0268203,0,256,256,1519,8026,9545
169937,14049,0,0.000623,0.0005238,0,5,5,1519,8026,9545
169940,14049,0,0.1335659,0.1123101,0,1072,1072,1519,8026,9545
169940,16089,0.2231275,0.0012877,0.1481707,3396,10,3406,15220,7766,22987
169941,14049,0,0.0008722,0.0007334,0,7,7,1519,8026,9545
169941,16089,0.339816,0,0.2249967,5172,0,5172,15220,7766,22987
169946,16012,0,0.000548,0.0001894,0,8,8,27635,14598,42234
169947,16012,0,0.000822,0.0002841,0,12,12,27635,14598,42234
169948,16012,0,0.0028771,0.0009945,0,42,42,27635,14598,42234
169949,16012,0.0189976,0.0003425,0.0125491,525,5,530,27635,14598,42234
169950,16012,0.2223991,0.0020551,0.1462329,6146,30,6176,27635,14598,42234
169955,16012,0,0.000548,0.0001894,0,8,8,27635,14598,42234
169957,16083,0,0.0037499,0.0028898,0,85,85,6747,22667,29414
169958,16083,0,0.0010147,0.0007819,0,23,23,6747,22667,29414
169959,16006,0,0.0168806,0.0031056,0,384,384,99011,22748,123649
169961,16083,0,0.0021617,0.0016659,0,49,49,6747,22667,29414
169963,16064,0,0.026769,0.0107327,0,272,272,12976,10161,25343
169964,16064,0,0.0854247,0.0342501,0,868,868,12976,10161,25343
169965,16064,0,0.0012794,0.000513,0,13,13,12976,10161,25343
169966,16064,0,0.0008857,0.0003551,0,9,9,12976,10161,25343
169966,16102,0,0.0004217,0.0000285,0,9,9,294005,21343,315350
169968,16033,0,0.027637,0.0112708,0,240,240,12611,8684,21294
169969,16033,0,0.0006909,0.0002818,0,6,6,12611,8684,21294
169970,16033,0,0.0002303,0.0000939,0,2,2,12611,8684,21294
169973,16033,0,0.1234454,0.0503428,0,1072,1072,12611,8684,21294
169974,16059,0,0.0234273,0.0196602,0,162,162,1325,6915,8240
169975,16059,0,0.0177874,0.0149272,0,123,123,1325,6915,8240
169976,16059,0,0.0714389,0.0599515,0,494,494,1325,6915,8240
169979,16009,0,0.0011505,0.0006026,0,21,21,16596,18253,34848
169980,16009,0.4347433,0.0004931,0.2073003,7215,9,7224,16596,18253,34848
169981,16009,0.500241,0.0031228,0.2398703,8302,57,8359,16596,18253,34848
169983,16009,0,0.0020271,0.0010618,0,37,37,16596,18253,34848
169984,16082,0,0.0102049,0.0017869,0,125,125,0,12249,69955
169985,16082,0,0.0162462,0.0028447,0,199,199,0,12249,69955
169986,16082,0,0.0085721,0.001501,0,105,105,0,12249,69955
169987,16082,0,0.1591967,0.0278751,0,1950,1950,0,12249,69955
170935,14022,0.060398,0.0027553,0.0518196,2006,16,2022,33213,5807,39020
170936,14022,0.0796676,0.0015499,0.068042,2646,9,2655,33213,5807,39020
170937,14022,0,0.0006888,0.0001025,0,4,4,33213,5807,39020
170938,14022,0,0.0056828,0.0008457,0,33,33,33213,5807,39020
170939,14022,0,0.0037885,0.0005638,0,22,22,33213,5807,39020
170940,6007,0,0.0423095,0.0055383,0,894,894,140290,21130,161420
170946,6007,0,0.0029342,0.0003841,0,62,62,140290,21130,161420
170947,6007,0,0.0238523,0.0031223,0,504,504,140290,21130,161420
170951,6007,0,0.0841458,0.0110147,0,1778,1778,140290,21130,161420
170962,6004,0,0.083662,0.0153211,0,297,297,15835,3550,19385
170965,6004,0,0.0030986,0.0005674,0,11,11,15835,3550,19385
170966,6004,0.5053994,0.0143662,0.4154759,8003,51,8054,15835,3550,19385
170967,6004,0,0.0016901,0.0003095,0,6,6,15835,3550,19385
170967,6002,0.0067913,0,0.0063511,933,0,933,137382,9285,146904
