GRIDCODE,CVENTMUN,Furb,Frur,Fpob,Pob total,Suma de POB  RURAL EN CELL,Suma de POB URBANA en CELL
1809893,16063,,0.027812173,0.018177291,292,292,
1809899,16063,0.000179695,,6.2251E-05,1,,1
1809900,16063,0.000718778,,0.000249004,4,,4
1809928,16054,,0.010983171,0.007662835,62,62,
1809934,16054,0.001635323,,0.000494376,4,,4
1809935,16054,0.144317253,,0.043628723,353,,353
1809936,16054,0.234260016,,0.070819429,573,,573
1809937,16054,0.040065413,,0.012112223,98,,98
1809939,16054,,0.013817538,0.009640341,78,78,
1809941,16054,,0.007971656,0.005561735,45,45,
1809942,16054,,0.012400354,0.008651588,70,70,
1809943,16054,,0.124180691,0.086639476,701,701,
1809949,16036,0.126633017,,0.073585231,853,,853
1809950,16036,0.130789786,,0.07600069,881,,881
1809951,16036,0.039637767,,0.023033126,267,,267
1809953,16036,,0.062397035,0.026138716,303,303,
1809961,16020,,0.073006542,0.027278846,770,770,
1809964,16020,,0.000284441,0.000106281,3,3,
1809976,16078,0.015098067,,0.008479949,107,,107
1809977,16078,0.022858755,0.001084795,0.013314313,168,6,162
1809981,16078,,0.085698789,0.037565383,474,474,
1809991,11002,,0.007089607,0.00266899,291,291,
1810007,11002,0.005795481,,0.003613684,394,,394
1810008,11002,0,0.000803976,0.000302669,33,33,0
1810021,11002,,0.006553623,0.002467211,269,269,
1810022,16050,,0.022089314,0.010354108,831,831,
1810027,11038,,0.033852767,0.016235719,189,189,
1810028,11038,0.086332123,0.002149382,0.045958251,535,12,523
1810029,11038,0.122647739,,0.063826132,743,,743
1810030,11038,0.041267745,,0.021475818,250,,250
1810031,11038,,0.10496149,0.050339318,586,586,
1810035,11038,,0.003940534,0.001889872,22,22,
1810056,16017,,0.000590893,0.000515871,17,17,
1810060,16017,,0.063816475,0.055714026,1836,1836,
1810063,16017,,0.002572124,0.002245554,74,74,
1810073,15085,,0.006495746,0.003604753,226,226,
1810081,15085,,0.030553001,0.0169551,1063,1063,
1810082,15085,,0.024948264,0.013844804,868,868,
1810085,15001,,0.005017265,0.004317279,263,263,
1810086,15001,,0.005093573,0.004382941,267,267,
1810097,15001,,0.014384097,0.012377294,754,754,
1810105,15001,,0.008203132,0.007058669,430,430,
1813042,16094,,0.044238121,0.023512337,162,162,
1813058,16067,,0.001231349,0.000990734,17,17,
1813062,16067,,0.03788208,0.030479632,523,523,
1813113,16054,0.105887163,,0.032010876,259,,259
1813114,16054,0.342191333,,0.103448276,837,,837
1813115,16054,0.13205233,,0.0399209,323,,323
1813116,16054,,0.054915855,0.038314176,310,310,
1813120,16054,,0.006908769,0.004820171,39,39,
1813121,16054,,0.009034544,0.0063033,51,51,
1813141,16020,,0.000568882,0.000212562,6,6,
1813154,16078,0.27656272,,0.15533365,1960,,1960
1813155,16078,0.397206152,,0.223093993,2815,,2815
1813156,16078,0.119232397,,0.066967824,845,,845
1813172,11002,,0.006383082,0.002403008,262,262,
1813182,11002,,0.028577693,0.010758507,1173,1173,
1813184,11002,0.001191457,0.001291234,0.00122902,134,53,81
1813185,11002,0.01075253,,0.006704577,731,,731
1813186,11002,0.02375559,0.000243629,0.014904155,1625,10,1615
1813187,11002,0.013179572,0.004068606,0.00974961,1063,167,896
1813189,11002,,0.0103786,0.003907182,426,426,
1813203,11038,,0.022747627,0.010909716,127,127,
1813205,11038,,0.001074691,0.00051542,6,6,
1813206,11038,0.033014196,,0.017180655,200,,200
1813207,11038,0.483327831,,0.251524783,2928,,2928
1813208,11038,0.08088478,,0.042092604,490,,490
1813217,11019,,0.005059775,0.00401322,204,204,
1813224,16031,,0.020005335,0.018497965,300,300,
1813244,16017,,0.009245742,0.008071858,266,266,
1813256,15085,,0.034404461,0.019092432,1197,1197,
1813260,15001,,0.002728018,0.002347418,143,143,
1813277,15001,,0.046414468,0.039938934,2433,2433,
1813289,15001,,0.014632099,0.012590696,767,767,
1813296,15045,,0.029265801,0.029265801,2005,2005,
1816227,16094,,0.082195522,0.043686502,301,301,
1816262,16063,,0.108867511,0.071152888,1143,1143,
1816264,16063,,0.01781122,0.011640936,187,187,
1816266,16071,,0.013061548,0.005837522,396,396,
1816289,16054,,0.04765279,0.033246817,269,269,
1816296,16054,,0.052967228,0.036954641,299,299,
1816298,16054,,0.023029229,0.016067235,130,130,
1816299,16054,,0.040389725,0.028179459,228,228,
1816309,16036,,0.066103789,0.027691511,321,321,
1816331,16078,0.001269931,,0.000713267,9,,9
1816332,16078,0.073373783,,0.041210968,520,,520
1816333,16078,0.092704953,,0.052068474,657,,657
1816334,16078,0.000141103,,7.92519E-05,1,,1
1816357,11002,,0.00477513,0.00179767,196,196,
1816362,11002,,0.00017054,6.42025E-05,7,7,
1816363,11002,0.016209696,,0.01010731,1102,,1102
1816364,11002,0.077209343,,0.048142713,5249,,5249
1816365,11002,0.001073782,,0.00066954,73,,73
1816374,11002,,0.0185889,0.006998074,763,763,
1816379,11038,,0.060540928,0.029035306,338,338,
1816383,11038,,0.005731685,0.002748905,32,32,
1816384,11038,0.02195444,,0.011425135,133,,133
1816385,11038,0.130406075,,0.067863586,790,,790
1816386,11038,,0.202579258,0.097156602,1131,1131,
1816387,11038,,0.08418413,0.040374538,470,470,
1816391,11019,,0.000272831,0.000216399,11,11,
1816392,11019,,0.006151099,0.004878816,248,248,
1816394,11019,,0.003447592,0.002734498,139,139,
1816396,11019,,0.010020338,0.007947749,404,404,
1816400,11019,,0.000223225,0.000177054,9,9,
1816401,11019,,0.001810606,0.001436103,73,73,
1816409,16017,,0.015606535,0.013625053,449,449,
1816419,16017,,0.016649287,0.014535413,479,479,
1816430,15085,,0.041590021,0.02307999,1447,1447,
1816434,15001,,0.008527442,0.007337733,447,447,
1816438,15001,,0.001907705,0.001641551,100,100,
1816447,15001,,0.002289246,0.001969861,120,120,
1816449,15001,,0.00413972,0.003562166,217,217,
1816451,15001,,0.005055419,0.00435011,265,265,
1816457,15001,,0.00660066,0.005679766,346,346,
1816465,15001,,0.004444953,0.003824814,233,233,
1816468,15001,,0.018409355,0.015840967,965,965,
1819435,16063,,0.083817506,0.054780876,880,880,
1819475,16054,,0.055624446,0.038808553,314,314,
1819495,16020,,0.019247179,0.007191696,203,203,
1819511,16078,0.001693241,,0.000951022,12,,12
1819515,11028,,0.01521217,0.004698415,456,456,
1819515,16078,,0.144096908,0.063163734,797,797,
1819535,11002,,0.011937826,0.004494176,490,490,
1819537,11002,,0.006553623,0.002467211,269,269,
1819539,11002,,0.000487258,0.000183436,20,20,
1819540,11002,0.005265945,0.002655557,0.004283225,467,109,358
1819541,11002,0.079915863,,0.049830322,5433,,5433
1819542,11002,0.10080313,,0.06285426,6853,,6853
1819543,11002,0.022049306,0.000633436,0.013986976,1525,26,1499
1819544,11002,0,,0,0,,0
1819545,11002,0.010384796,,0.006475282,706,,706
1819546,11002,0.004074488,,0.002540585,277,,277
1819547,11002,,0.010744043,0.004044758,441,441,
1819556,11002,,0.012327632,0.004640925,506,506,
1819557,11002,,9.74516E-05,3.66872E-05,4,4,
1819558,11038,,0.000895576,0.000429516,5,5,
1819560,11038,,0.000537346,0.00025771,3,3,
1819561,11038,,0.00035823,0.000171807,2,2,
1819562,11038,0.000330142,,0.000171807,2,,2
1819563,11038,0,,0,0,,0
1819564,11038,,0.060720043,0.02912121,339,339,
1819585,16017,,0.00729927,0.006372519,210,210,
1819592,16017,,0.002120264,0.001851065,61,61,
1819610,15085,,0.012474132,0.006922402,434,434,
1819611,15001,,0.00841298,0.00723924,441,441,
1819615,15001,,0.009214216,0.007928691,483,483,
1819621,15001,,0.01961121,0.016875144,1028,1028,
1819627,15001,,0.013926248,0.011983322,730,730,
1819628,15001,,0.009156985,0.007879444,480,480,
1819636,15001,,0.009958221,0.008568896,522,522,
1819637,15001,,0.007287434,0.006270725,382,382,
1819638,15001,,0.010377916,0.008930037,544,544,
1819641,15001,,0.001888628,0.001625135,99,99,
1822580,16094,,0.036865101,0.019593614,135,135,
1822607,16063,,0.016858748,0.011018426,177,177,
1822613,16063,,0.025811982,0.01687002,271,271,
1822615,16063,,0.006667302,0.00435757,70,70,
1822617,16063,,0.046290123,0.030253984,486,486,
1822624,16071,,0.017877169,0.00798974,542,542,
1822630,16071,0.00732962,,0.004053835,275,,275
1822631,16071,0.04053946,,0.022421392,1521,,1521
1822632,16071,0.020203097,,0.011173843,758,,758
1822633,16071,0.002052294,,0.001135074,77,,77
1822654,16054,,0.021612046,0.015078482,122,122,
1822655,11046,,0.001346088,0.000664011,47,47,
1822656,11046,,0.005728033,0.002825577,200,200,
1822667,11021,,0.050940947,0.006360911,314,314,
1822675,16020,,0.206693847,0.07723102,2180,2180,
1822696,11028,,0.003869762,0.001195211,116,116,
1822698,11028,,0.040932746,0.012642446,1227,1227,
1822705,11002,,0.027773717,0.010455838,1140,1140,
1822707,11002,,0.005968913,0.002247088,245,245,
1822711,11002,,0.014179214,0.00533798,582,582,
1822712,11002,,0.001120694,0.000421902,46,46,
1822713,11002,,0.000146177,5.50307E-05,6,6,
1822717,11002,,0.00017054,6.42025E-05,7,7,
1822718,11002,0.002897741,0.000292355,0.001916904,209,12,197
1822719,11002,0.073502589,,0.045831423,4997,,4997
1822720,11002,0.111717463,,0.069659727,7595,,7595
1822721,11002,0.06205872,,0.038695772,4219,,4219
1822722,11002,0.000647211,,0.000403559,44,,44
1822723,11002,0.013150153,,0.008199578,894,,894
1822724,11002,0.002838903,0.000267992,0.001871045,204,11,193
1822725,11002,,0.000535984,0.000201779,22,22,
1822726,11002,,0.000121815,4.58589E-05,5,5,
1822727,11002,,0.009891341,0.003723746,406,406,
1822730,11002,,0.006431808,0.002421352,264,264,
1822731,11002,,0.000219266,8.25461E-05,9,9,
1822739,11038,,0.002507612,0.001202646,14,14,
1822745,11019,,0.021628057,0.017154548,872,872,
1822752,11019,,0.007118409,0.00564605,287,287,
1822755,11019,,0.000520859,0.000413126,21,21,
1822760,16031,,0.02427314,0.022444198,364,364,
1822776,16017,,0.018734793,0.016356133,539,539,
1822781,15085,,0.009599908,0.005327379,334,334,
1822783,15085,,0.008450218,0.004689369,294,294,
1822784,15085,,0.010807082,0.005997288,376,376,
1822794,15001,,0.024304165,0.020913359,1274,1274,
1822795,15001,,0.001926782,0.001657966,101,101,
1822799,15001,,0.035311624,0.030385108,1851,1851,
1822802,15001,,0.004750186,0.004087462,249,249,
1822808,15003,,0.016237573,0.014211454,637,637,
1822811,15003,,0.011317869,0.009905629,444,444,
1822830,15045,,0.011166253,0.011166253,765,765,
1825771,16067,,0.015065913,0.012121919,208,208,
1825775,16067,,0.002028104,0.001631797,28,28,
1825794,16004,,0.00155376,0.00102152,15,15,
1825801,16071,,0.018075071,0.008078187,548,548,
1825804,16071,,0.011874134,0.005306838,360,360,
1825806,16071,,0.024144073,0.010790572,732,732,
1825808,16071,0.002265519,0.007586252,0.004643484,315,230,85
1825809,16071,0.006556678,,0.00362634,246,,246
1825819,16071,,0.021868197,0.009773427,663,663,
1825848,11041,,0.056796668,0.007587893,450,450,
1825862,16078,,0.11462665,0.050245681,634,634,
1825867,16078,,0.160549629,0.070375654,888,888,
1825881,11002,,0.00017054,6.42025E-05,7,7,
1825882,11002,,0.000121815,4.58589E-05,5,5,
1825884,11002,,4.87258E-05,1.83436E-05,2,2,
1825891,11002,,0.000341081,0.000128405,14,14,
1825892,11002,,9.74516E-05,3.66872E-05,4,4,
1825894,11002,,0.000511621,0.000192608,21,21,
1825896,11002,0.002441751,0.000682161,0.001779327,194,28,166
1825897,11002,0.028800894,0.000609073,0.018187655,1983,25,1958
1825898,11002,0.053159567,,0.03314684,3614,,3614
1825899,11002,0.040950812,,0.025534257,2784,,2784
1825900,11002,0.016003766,,0.009978905,1088,,1088
1825901,11002,0.002750647,4.87258E-05,0.001733468,189,2,187
1825902,11002,,0.000462895,0.000174264,19,19,
1825903,11002,,0.017054037,0.006420251,700,700,
1825904,11002,,0.000121815,4.58589E-05,5,5,
1825906,11002,,0.018978707,0.007144823,779,779,
1825915,11038,,0.090274046,0.04329525,504,504,
1825919,11038,,0.002507612,0.001202646,14,14,
1825925,11019,,0.000843296,0.00066887,34,34,
1825928,11019,,0.013963986,0.0110757,563,563,
1825930,11019,,0.005555831,0.004406673,224,224,
1825941,16017,,0.002189781,0.001911756,63,63,
1825943,16017,,0.000278067,0.000242763,8,8,
1825945,16017,,6.95169E-05,6.06907E-05,2,2,
1825951,16017,,0.000556135,0.000485525,16,16,
1825958,15085,,0.014802253,0.008214371,515,515,
1825962,22001,,0.00159636,0.001398781,87,87,
1825964,22001,,0.007101048,0.006222165,387,387,
1825969,15001,,0.002956943,0.002544404,155,155,
1825971,15001,,0.003472024,0.002987623,182,182,
1825973,15001,,0.0192869,0.01659608,1011,1011,
1825975,15001,,0.012781625,0.010998391,670,670,
1825978,15001,,0.006200042,0.005335041,325,325,
1825988,15003,,0.009278613,0.008120831,364,364,
1825990,15003,,0.00843742,0.007384602,331,331,
1825996,15001,,0.003433869,0.002954792,180,180,
1828936,16028,,0.021870794,0.011682243,65,65,
1828948,16067,,0.015138346,0.012180197,209,209,
1828991,16071,,0.000131935,5.89649E-05,4,4,
1828998,16071,,0.005904083,0.002638678,179,179,
1829011,11046,,0.017069538,0.00842022,596,596,
1829013,11046,,0.004668347,0.002302845,163,163,
1829015,11021,,0.038449059,0.00480107,237,237,
1829022,11021,,0.166450357,0.020784377,1026,1026,
1829024,11021,,0.021901363,0.002734786,135,135,
1829028,11021,,0.109669046,0.01369419,676,676,
1829028,16020,,0.013937613,0.00520778,147,147,
1829032,16020,,0.017256092,0.006447727,182,182,
1829046,16078,,0.029470259,0.012918054,163,163,
1829057,11002,,0.004823856,0.001816014,198,198,
1829060,11002,,0.000803976,0.000302669,33,33,
1829063,11002,,7.30887E-05,2.75154E-05,3,3,
1829065,11002,,0.003630074,0.001366596,149,149,
1829068,11002,,0.00384934,0.001449142,158,158,
1829069,11002,,0.002070847,0.000779602,85,85,
1829071,11002,,0.003946791,0.00148583,162,162,
1829072,11002,,2.43629E-05,9.17179E-06,1,1,
1829073,11002,,0.002899186,0.001091443,119,119,
1829074,11002,,0.000341081,0.000128405,14,14,
1829075,11002,0.010443634,0.000682161,0.006768779,738,28,710
1829076,11002,0.025417745,9.74516E-05,0.015885536,1732,4,1728
1829077,11002,0.019357496,,0.012070072,1316,,1316
1829078,11002,0.003750883,0.000389807,0.002485554,271,16,255
1829079,11002,,0.000633436,0.000238466,26,26,
1829080,11002,,0.015689714,0.005906631,644,644,
1829081,11002,,0.004044243,0.001522517,166,166,
1829082,11002,,0.000194903,7.33743E-05,8,8,
1829089,11002,,0.010208059,0.003842979,419,419,
1829096,11038,,0.000895576,0.000429516,5,5,
1829106,11019,,0.001984225,0.001573812,80,80,
1829109,11019,,0.003646014,0.002891879,147,147,
1829110,11019,,0.006944789,0.005508341,280,280,
1829129,16017,,0.010114703,0.008830491,291,291,
1829131,16017,,0.000486618,0.000424835,14,14,
1829133,16017,,0.002085506,0.00182072,60,60,
1829138,22001,,0.000568818,0.000498416,31,31,
1829139,22001,,0.003724839,0.003263823,203,203,
1829141,22001,,0.018550799,0.016254803,1011,1011,
1829142,22001,,0.002880787,0.002524238,157,157,
1829144,22001,,0.015027799,0.013167838,819,819,
1829151,15001,,0.012304699,0.010588004,645,645,
1829155,15001,,0.002480017,0.002134016,130,130,
1829163,15003,,0.019321947,0.016910961,758,758,
1829164,15003,,0.000458833,0.00040158,18,18,
1829170,15001,,0.000209848,0.000180571,11,11,
1829173,15001,,0.001850474,0.001592304,97,97,
1829179,15003,,0.023247515,0.020346697,912,912,
1829180,15003,,0.018659189,0.016330902,732,732,
1832127,16067,,0.010430248,0.008392097,144,144,
1832130,16067,,0.00065189,0.000524506,9,9,
1832132,16067,,0.132044039,0.106241622,1823,1823,
1832139,16063,,0.001619202,0.001058267,17,17,
1832148,16004,,0.107934535,0.070961591,1042,1042,
1832149,16004,,0.007458048,0.004903296,72,72,
1832150,16004,,0.000932256,0.000612912,9,9,
1832210,16020,,0.152175974,0.056860453,1605,1605,
1832214,16078,,0.001446393,0.000634015,8,8,
1832215,16078,,0.139396131,0.061103186,771,771,
1832219,16078,,0.060929308,0.026707878,337,337,
1832225,11028,,0.010274887,0.003173491,308,308,
1832225,16078,,0.000723197,0.000317007,4,4,
1832228,11028,,0.002568722,0.000793373,77,77,
1832241,11002,,0.018905618,0.007117307,776,776,
1832244,11002,,0.012961068,0.004879391,532,532,
1832245,11002,,0.001729767,0.000651197,71,71,
1832250,11002,,0.005579106,0.002100339,229,229,
1832252,11002,,0.00058471,0.000220123,24,24,
1832253,11002,0.00447164,9.74516E-05,0.002824911,308,4,304
1832254,11002,0.006707461,,0.004182335,456,,456
1832255,11002,,2.43629E-05,9.17179E-06,1,1,
1832257,11002,,0.000657799,0.000247638,27,27,
1832259,11002,,0.002046484,0.00077043,84,84,
1832272,11038,,0.031345155,0.015033073,175,175,
1832276,11038,,0.048898442,0.023451594,273,273,
1832282,11019,,0.00563024,0.004465691,227,227,
1832284,11019,,0.000644873,0.000511489,26,26,
1832285,11019,,0.005034972,0.003993547,203,203,
1832288,11019,,0.010566,0.008380548,426,426,
1832311,16017,,0.021063608,0.01838927,606,606,
1832316,22001,,0.004917521,0.004308889,268,268,
1832317,22001,,0.001834896,0.001607795,100,100,
1832318,22001,,0.00088075,0.000771741,48,48,
1832319,22001,,0.010275418,0.00900365,560,560,
1832322,22001,,0.030202389,0.026464299,1646,1646,
1832323,22001,,0.023633461,0.020708394,1288,1288,
1832330,15001,,0.042179362,0.036294691,2211,2211,
1832353,15003,,0.008819781,0.007719251,346,346,
1832359,15003,,0.012057099,0.010552618,473,473,
1835303,16067,,0.004201072,0.00338015,58,58,
1835306,16067,,0.006518905,0.005245061,90,90,
1835317,16063,,0.002857415,0.00186753,30,30,
1835318,16063,,0.129345652,0.084536853,1358,1358,
1835329,16004,,0.072715973,0.047807137,702,702,
1835341,16071,,0.015403391,0.006884149,467,467,
1835347,16071,,0.000164919,7.37061E-05,5,5,
1835348,16071,0.002851888,,0.00157731,107,,107
1835349,16071,0.004690957,,0.002594454,176,,176
1835350,16071,0.000186572,,0.000103189,7,,7
1835354,16071,,0.004485784,0.002004806,136,136,
1835364,11046,,0.004696987,0.002316973,164,164,
1835365,11046,,0.002692176,0.001328021,94,94,
1835373,11021,,0.020441272,0.002552467,126,126,
1835389,11041,,0.001135933,0.000151758,9,9,
1835391,16078,,0.051889351,0.022745285,287,287,
1835392,16078,,0.035798228,0.015691869,198,198,
1835396,16078,,0.032182246,0.014106832,178,178,
1835406,11028,,0.0005004,0.000154553,15,15,
1835425,11002,,0.003069727,0.001155645,126,126,
1835426,11002,,0.007942309,0.002990003,326,326,
1835428,11002,,0.013667592,0.005145373,561,561,
1835429,11002,,2.43629E-05,9.17179E-06,1,1,
1835430,11002,,0.000146177,5.50307E-05,6,6,
1835431,11002,,0.001681041,0.000632853,69,69,
1835434,11002,,0.000194903,7.33743E-05,8,8,
1835435,11002,,0.055376894,0.020847473,2273,2273,
1835437,11002,,0.002217025,0.000834633,91,91,
1835452,11038,,0.058928891,0.028262177,329,329,
1835458,11019,,0.012202986,0.009678942,492,492,
1835459,11019,0.000285334,0.000248028,0.000255744,13,10,3
1835460,11019,0.001236447,0.000124014,0.000354108,18,5,13
1835462,11019,,0.003174761,0.002518099,128,128,
1835470,16031,,0.001400373,0.001294858,21,21,
1835473,16031,,0.07628701,0.070538907,1144,1144,
1835479,16031,,0.002133902,0.001973116,32,32,
1835482,16031,,0.002267271,0.002096436,34,34,
1835484,16031,,0.007201921,0.006659267,108,108,
1835486,16017,,0.007994439,0.006979426,230,230,
1835492,22001,,0.001174333,0.001028989,64,64,
1835494,22001,,0.001137636,0.000996833,62,62,
1835495,22001,,0.000458724,0.000401949,25,25,
1835497,22001,,0.007633168,0.006688425,416,416,
1835500,22001,,0.021761867,0.019068444,1186,1186,
1835501,22001,,0.023541716,0.020628005,1283,1283,
1835522,15003,,0.019194494,0.016799411,753,753,
1835532,15003,,0.01939842,0.016977891,761,761,
1838476,16028,,0.045423957,0.02426312,135,135,
1838484,16067,,0.000507026,0.000407949,7,7,
1838520,16071,,0.019790224,0.008844731,600,600,
1838524,16071,,3.29837E-05,1.47412E-05,1,1,
1838525,16071,0.015645406,,0.008653095,587,,587
1838526,16071,0.070977371,,0.039255863,2663,,2663
1838527,16071,0.134998268,,0.074664269,5065,,5065
1838528,16071,0.029984808,,0.01658387,1125,,1125
1838529,16071,0.038673739,,0.021389507,1451,,1451
1838530,16071,0.000826248,,0.000456978,31,,31
1838535,16071,,0.025727291,0.01149815,780,780,
