GRIDCODE,ID,furb,frural,fpob, PobUrb, PobR, puT,prT, PobT
0			fraction
169006,15043, 0.0000000, 0.0013534, 0.0005956,     0,    16,  15043,  11822,  26865
169010,9012 , 0.0016133, 0.0087612, 0.0017124,  1035,    79, 641550,   9017, 650567
169011,9012 , 0.0000000, 0.0063214, 0.0000876,     0,    57, 641550,   9017, 650567
169017,9009 , 0.0000000, 0.0050269, 0.0006433,     0,    84, 113872,  16710, 130582
169021,15089, 0.5078614, 0.9558224, 0.7053318,  3004,  4457,   5915,   4663,  10578
169022,15017, 0.0000000, 0.0988990, 0.0577617,     0,   512,   3687,   5177,   8864
169023,15017, 0.4895579, 0.2101603, 0.3263763,  1805,  1088,   3687,   5177,   8864
169024,15017, 0.0000000, 0.2424184, 0.1415839,     0,  1255,   3687,   5177,   8864
169024,15009, 0.2657956, 0.0022311, 0.2096817, 10130,    23,  38112,  10309,  48421
169025,15009, 0.1433407, 0.2132118, 0.1582165,  5463,  2198,  38112,  10309,  48421
169026,15009, 0.0000000, 0.0006790, 0.0001446,     0,     7,  38112,  10309,  48421
169033,21074, 0.0010006, 0.0013560, 0.0010874,    48,    21,  47970,  15487,  63457
169034,21074, 0.0610798, 0.0591464, 0.0606080,  2930,   916,  47970,  15487,  63457
169035,21060, 0.8047408, 0.0619224, 0.6890296,  4719,    67,   5864,   1082,   6946
169036,21060, 0.1899727, 0.9380776, 0.3065073,  1114,  1015,   5864,   1082,   6946
169036,21074, 0.0000000, 0.0014851, 0.0003625,     0,    23,  47970,  15487,  63457
169037,21074, 0.0090890, 0.0405501, 0.0167673,   436,   628,  47970,  15487,  63457
169038,21074, 0.0000000, 0.0428101, 0.0104480,     0,   663,  47970,  15487,  63457
169038,21090, 0.2271078, 0.1271676, 0.2252427,  4132,    44,  18194,    346,  18540
169039,21090, 0.1717050, 0.5375723, 0.1785329,  3124,   186,  18194,    346,  18540
169040,21090, 0.0021436, 0.2167630, 0.0061489,    39,    75,  18194,    346,  18540
169040,21034, 0.2423097, 0.1741176, 0.2397965,  8074,   222,  33321,   1275,  34596
169041,21034, 0.3084541, 0.1615686, 0.3030408, 10278,   206,  33321,   1275,  34596
169042,21041, 0.0077208, 0.0011468, 0.0072139,   564,     7,  73049,   6104,  79153
169043,21041, 0.0512670, 0.1890564, 0.0618928,  3745,  1154,  73049,   6104,  79153
169044,29025, 0.0058892, 0.1112426, 0.0071680,   405,    94,  68770,    845,  69615
169044,21114, 0.0044890, 0.0030077, 0.0044583,  6769,    96,1507901,  31918,1539819
169044,29027, 0.1555517, 0.5511811, 0.1598232,  1810,    70,  11636,    127,  11763
169045,29025, 0.4580631, 0.0307692, 0.4528765, 31501,    26,  68770,    845,  69615
169045,29027, 0.0000000, 0.1181102, 0.0012752,     0,    15,  11636,    127,  11763
169046,21114, 0.0000000, 0.0153832, 0.0003189,     0,   491,1507901,  31918,1539819
169046,29025, 0.2925985, 0.2946745, 0.2926237, 20122,   249,  68770,    845,  69615
169047,21114, 0.0001001, 0.0206467, 0.0005260,   151,   659,1507901,  31918,1539819
169047,29025, 0.0000000, 0.1431953, 0.0017381,     0,   121,  68770,    845,  69615
169048,21114, 0.0000000, 0.0001880, 0.0000039,     0,     6,1507901,  31918,1539819
169049,21114, 0.0000000, 0.0020051, 0.0000416,     0,    64,1507901,  31918,1539819
169050,21015, 0.0000000, 0.0009799, 0.0000396,     0,     4,  96882,   4082, 100964
