GRIDCODE,CVENTMUN,Fb
1415629,06006,0.001854209
1415630,06006,0.000239235
1415631,16014,0.002579123
1415632,16014,0.005479905
1415633,16014,0.00549919
1415634,16014,0.002255199
1415635,16014,0.003932616
1415636,06006,0.000853222
1415636,16014,0.002640992
1415637,06002,2.18402E-05
1415637,16014,0.004887401
1415637,16026,9.09647E-05
1415638,16014,0.001931223
1415638,16026,0.003321159
1415639,16026,0.005118793
1415640,16026,0.005118793
1415641,16026,0.005118793
1415642,16026,0.005118793
1415643,16026,0.005118793
1415644,16026,0.005118793
1415645,16026,0.005118793
1415646,16026,0.005118793
1415647,16026,0.005118793
1418771,06001,1.59395E-05
1418772,06001,0.001201786
1418773,06001,0.003231069
1418773,06009,1.25313E-05
1418774,06001,0.000183805
1418774,06009,0.000539562
1418794,06009,0.001849596
1418795,06009,0.003935013
1418796,06009,0.003935013
1418797,06009,0.003935013
1418798,06009,0.003935013
1418799,06009,0.003935013
1418800,06009,0.003935013
1418801,06009,0.001916299
1418802,06009,0.000171729
1418803,06006,0.000987369
1418803,06009,0.00050801
1418804,06006,0.001355643
1418805,06006,0.003317934
1418806,06006,0.003331411
1418807,06006,0.003028727
1418808,06006,0.002151799
1418809,06006,6.15622E-05
1418809,16014,0.00289049
1418810,16014,0.00548356
1418811,16014,0.0054334
1418812,16014,0.002269079
1418813,06006,0.000251743
1418813,16014,0.001994131
1418814,06002,2.9525E-07
1418814,06006,0.002441279
1418814,16014,0.000406874
1418815,06002,0.001124388
1418815,06006,0.000362214
1418815,16014,0.000349596
1418815,16026,0.000389463
1418816,16026,0.004954241
1418817,16026,0.005118793
1418818,16026,0.005118793
1418819,16026,0.005118793
1418820,16026,0.005118793
1418821,16026,0.005118793
1418822,16026,0.005118793
1418823,16026,0.005118793
1418824,16026,0.005118793
1418825,16026,0.005118793
1421971,06009,0.00074134
1421972,06009,0.003854255
1421973,06009,0.003935013
1421974,06009,0.003935013
1421975,06009,0.003935013
1421976,06009,0.003935013
1421977,06009,0.003935013
1421978,06009,0.003935013
1421979,06009,0.003809189
1421980,06006,0.000110241
1421980,06009,0.000216484
1421981,06006,1.42426E-05
1421982,06006,0.001449948
1421983,06006,0.003331411
1421984,06006,0.003331411
1421985,06006,0.002346051
1421986,06006,0.002329729
1421987,06006,0.001070897
1421988,16014,0.00171343
1421989,16014,0.002505955
1421990,06006,0.000100592
1421991,06006,0.002633266
1421992,06002,0.000193309
1421992,06006,0.003040788
1421993,06002,0.000966029
1421993,06006,0.000103124
1421994,06002,2.50846E-06
1421994,16026,0.00296318
1421995,16026,0.005118709
1421996,16026,0.005118793
1421997,16026,0.005118793
1421998,16026,0.005118793
1421999,16026,0.005118793
1422000,16026,0.005118793
1422001,16026,0.005118793
1422002,16026,0.005118793
1422003,16026,0.005118793
1425123,06001,9.32573E-05
1425124,06001,0.001202254
1425149,06009,0.002386279
1425150,06009,0.003935013
1425151,06009,0.003935013
1425152,06009,0.003935013
1425153,06009,0.003935013
1425154,06009,0.003935013
1425155,06009,0.003935013
1425156,06009,0.003935013
1425157,06006,0.001308765
1425157,06009,0.00238912
1425158,06006,0.003270409
1425158,06009,6.78207E-05
1425159,06006,0.002788211
1425160,06006,0.000547512
1425161,06006,0.003331411
1425162,06006,0.003331411
1425163,06006,0.001942566
1425164,06006,0.002276775
1425165,06006,0.000617105
1425166,06006,0.001784984
1425167,06006,0.001114969
1425168,06006,0.00252179
1425169,06006,0.003331411
1425170,06002,0.001470799
1425170,06006,0.001120196
1425171,06002,0.000644878
1425172,06002,8.75142E-07
1425172,16026,1.34142E-05
1425173,16026,0.000842411
1425174,16026,0.002311773
1425175,16026,0.002461294
1425176,16026,0.004859503
1425177,16026,0.005118793
1425178,16026,0.005118793
1425179,16026,0.005118793
1425180,16026,0.005118793
1425181,16026,0.005118793
1428299,06001,5.42645E-06
1428300,06001,0.001180651
1428301,06001,0.000792538
1428302,06001,0.00016255
1428327,06009,0.001484373
1428328,06009,0.003343006
1428329,06009,0.003935013
1428330,06009,0.003935013
1428331,06009,0.003935013
1428332,06006,0.00092395
1428332,06009,0.002843657
1428333,06006,0.000152783
1428333,06009,0.003754548
1428334,06006,0.001896506
1428334,06009,0.001694888
1428335,06006,0.003042447
1428335,06009,0.00034132
1428336,06006,0.003331411
1428337,06006,0.003331411
1428338,06006,0.003319193
1428339,06006,0.001949614
1428340,06006,0.002153194
1428341,06006,9.34798E-05
1428342,06006,0.000819861
1428343,06006,0.000934477
1428344,06006,0.003083599
1428345,06006,0.003331411
1428346,06006,0.003331411
1428347,06002,0.000236335
1428347,06006,0.002976102
1428348,06002,0.002086478
1428348,06006,0.000194576
1428349,06002,0.000740165
1428352,06002,4.41451E-05
1428352,16026,0.000427606
1428353,06002,0.000307976
1428353,16026,0.003166235
1428354,06002,0.000114759
1428354,16026,0.004324885
1428355,16026,0.005118793
1428356,16026,0.005118793
1428357,16026,0.005118793
1428358,16026,0.005118793
1428359,16026,0.005118793
1431476,06001,0.000517024
1431477,06001,0.002012063
1431478,06001,0.00038753
1431502,06009,0.000332774
1431503,06009,0.002170908
1431504,06009,0.001906894
1431505,06009,0.001523241
1431506,06006,1.32196E-05
1431506,06009,2.88413E-05
1431507,06006,0.001214778
1431507,06009,0.001553486
1431508,06006,0.002241998
1431508,06009,0.001286798
1431509,06006,0.001455444
1431509,06009,0.002215864
1431510,06006,0.002413683
1431510,06009,0.001084006
1431511,06006,0.00263624
1431511,06009,0.000821126
1431512,06006,0.003331411
1431513,06006,0.003331411
1431514,06006,0.003331411
1431515,06006,0.003331411
1431516,06006,0.001096476
1431517,06006,0.000981593
1431518,06006,0.000138969
1431519,06006,0.001601975
1431520,06006,0.00290636
1431521,06006,0.003323548
1431522,06006,0.003331208
1431523,06006,0.003331411
1431524,06006,0.003331411
1431525,06006,0.003331411
1431526,06002,0.001262348
1431526,06006,0.001433583
1431527,06002,0.00159524
1431527,06006,2.94853E-05
1431528,06002,0.001987547
1431529,06002,0.001421008
1431530,06002,0.001684863
1431531,06002,0.002181724
1431531,16026,1.74094E-05
1431532,06002,0.000497095
1431532,16026,0.002759616
1431533,16026,0.005118793
1431534,16026,0.005118793
1431535,16026,0.005118793
1431536,16026,0.005118793
1431537,16026,0.005118793
1434652,06001,7.04238E-05
1434653,06001,0.000554077
1434654,06001,0.000326048
1434655,06001,8.37136E-05
1434656,06001,0.001604889
1434657,06001,0.002844885
1434658,06001,0.001418006
1434659,06001,0.000141109
1434679,06009,0.000928749
1434680,06009,0.003425734
1434681,06009,0.003935013
1434682,06009,0.003935013
1434683,06009,0.002195977
