GRIDCODE,LONG,LATITUDE,Huso,POB,UTMX,UTMY,UTMZ
405128,-100.211234,25.235284,6,20,2679321.77420,1466649.06160,14
405129,-100.181312,25.234942,6,80,2682321.77420,1466649.06160,14
405130,-100.15139,25.234594,6,112,2685321.77420,1466649.06160,14
405131,-100.121468,25.23424,6,0,2688321.77420,1466649.06160,14
405132,-100.091546,25.233881,6,0,2691321.77420,1466649.06160,14
405133,-100.061624,25.233516,6,4,2694321.77420,1466649.06160,14
405134,-100.031703,25.233145,6,45,2697321.77420,1466649.06160,14
405135,-100.001781,25.232769,6,326,2700321.77420,1466649.06160,14
405136,-99.97186,25.232387,6,107,2703321.77420,1466649.06160,14
405137,-99.941939,25.231999,6,1949,2706321.77420,1466649.06160,14
405138,-99.912018,25.231606,6,66,2709321.77420,1466649.06160,14
405139,-99.882098,25.231206,6,231,2712321.77420,1466649.06160,14
405140,-99.852177,25.230802,6,356,2715321.77420,1466649.06160,14
405141,-99.822257,25.230391,6,178,2718321.77420,1466649.06160,14
405142,-99.792337,25.229975,6,192,2721321.77420,1466649.06160,14
405143,-99.762417,25.229553,6,133,2724321.77420,1466649.06160,14
405144,-99.732497,25.229126,6,545,2727321.77420,1466649.06160,14
405145,-99.702578,25.228693,6,60,2730321.77420,1466649.06160,14
405146,-99.672658,25.228254,6,20,2733321.77420,1466649.06160,14
405147,-99.642739,25.227809,6,5,2736321.77420,1466649.06160,14
406157,-101.108779,25.27013,6,0,2589321.77420,1469649.06160,14
406158,-101.078847,25.269958,6,0,2592321.77420,1469649.06160,14
406159,-101.048915,25.26978,6,0,2595321.77420,1469649.06160,14
406160,-101.018983,25.269597,6,47,2598321.77420,1469649.06160,14
406161,-100.989051,25.269408,6,0,2601321.77420,1469649.06160,14
406162,-100.959119,25.269213,6,0,2604321.77420,1469649.06160,14
406163,-100.929188,25.269013,6,0,2607321.77420,1469649.06160,14
406164,-100.899256,25.268807,6,0,2610321.77420,1469649.06160,14
406165,-100.869324,25.268595,6,0,2613321.77420,1469649.06160,14
406166,-100.839393,25.268378,6,0,2616321.77420,1469649.06160,14
406167,-100.809462,25.268154,6,147,2619321.77420,1469649.06160,14
406168,-100.779531,25.267926,6,427,2622321.77420,1469649.06160,14
406169,-100.749599,25.267691,6,5,2625321.77420,1469649.06160,14
406170,-100.719668,25.267451,6,0,2628321.77420,1469649.06160,14
406171,-100.689738,25.267205,6,0,2631321.77420,1469649.06160,14
406172,-100.659807,25.266954,6,0,2634321.77420,1469649.06160,14
406173,-100.629876,25.266697,6,4,2637321.77420,1469649.06160,14
406174,-100.599946,25.266434,6,199,2640321.77420,1469649.06160,14
406175,-100.570015,25.266165,6,2441,2643321.77420,1469649.06160,14
406176,-100.540085,25.265891,6,155,2646321.77420,1469649.06160,14
406177,-100.510155,25.265611,6,0,2649321.77420,1469649.06160,14
406178,-100.480225,25.265326,6,0,2652321.77420,1469649.06160,14
406179,-100.450295,25.265034,6,0,2655321.77420,1469649.06160,14
406180,-100.420365,25.264737,6,50,2658321.77420,1469649.06160,14
406181,-100.390436,25.264435,6,0,2661321.77420,1469649.06160,14
406182,-100.360506,25.264126,6,0,2664321.77420,1469649.06160,14
406183,-100.330577,25.263813,6,0,2667321.77420,1469649.06160,14
406184,-100.300648,25.263493,6,102,2670321.77420,1469649.06160,14
406185,-100.270718,25.263168,6,5,2673321.77420,1469649.06160,14
406186,-100.24079,25.262837,6,17,2676321.77420,1469649.06160,14
406187,-100.210861,25.2625,6,37,2679321.77420,1469649.06160,14
406188,-100.180932,25.262157,6,0,2682321.77420,1469649.06160,14
406189,-100.151004,25.261809,6,104,2685321.77420,1469649.06160,14
406190,-100.121076,25.261456,6,0,2688321.77420,1469649.06160,14
406191,-100.091147,25.261096,6,0,2691321.77420,1469649.06160,14
406192,-100.06122,25.260731,6,0,2694321.77420,1469649.06160,14
406193,-100.031292,25.26036,6,842,2697321.77420,1469649.06160,14
